시도,시군구,연도,호수,면적
강원,강릉시,2015,4101,288
강원,강릉시,2016,5233,353
강원,강릉시,2017,5896,399
강원,강릉시,2018,6743,480
강원,강릉시,2019,5387,399
강원,강릉시,2020,5444,375
강원,강릉시,2021,10408,776
강원,강릉시,2022,4366,282
강원,강릉시,2023,3581,300
강원,강릉시,2024,3537,258
강원,고성군,2015,160,9
강원,고성군,2016,166,10
강원,고성군,2017,146,8
강원,고성군,2018,612,47
강원,고성군,2019,587,43
강원,고성군,2020,621,44
강원,고성군,2021,870,61
강원,고성군,2022,760,54
강원,고성군,2023,643,48
강원,고성군,2024,250,18
강원,동해시,2015,1324,85
강원,동해시,2016,1979,125
강원,동해시,2017,2649,181
강원,동해시,2018,2134,148
강원,동해시,2019,1682,117
강원,동해시,2020,2502,176
강원,동해시,2021,3346,244
강원,동해시,2022,1503,96
강원,동해시,2023,1416,95
강원,동해시,2024,1728,133
강원,삼척시,2015,1296,81
강원,삼척시,2016,760,47
강원,삼척시,2017,954,61
강원,삼척시,2018,1777,120
강원,삼척시,2019,615,38
강원,삼척시,2020,1021,66
강원,삼척시,2021,2326,171
강원,삼척시,2022,1231,82
강원,삼척시,2023,677,45
강원,삼척시,2024,1096,72
강원,속초시,2015,2599,187
강원,속초시,2016,5259,330
강원,속초시,2017,4845,342
강원,속초시,2018,4959,378
강원,속초시,2019,3958,289
강원,속초시,2020,5785,433
강원,속초시,2021,4076,285
강원,속초시,2022,2002,130
강원,속초시,2023,1692,118
강원,속초시,2024,2269,175
강원,양구군,2015,427,34
강원,양구군,2016,59,4
강원,양구군,2017,123,9
강원,양구군,2018,238,19
강원,양구군,2019,175,13
강원,양구군,2020,103,8
강원,양구군,2021,99,7
강원,양구군,2022,86,6
강원,양구군,2023,87,6
강원,양구군,2024,59,4
강원,양양군,2015,409,21
강원,양양군,2016,654,40
강원,양양군,2017,954,65
강원,양양군,2018,837,58
강원,양양군,2019,593,40
강원,양양군,2020,659,45
강원,양양군,2021,696,42
강원,양양군,2022,555,33
강원,양양군,2023,470,32
강원,양양군,2024,319,21
강원,영월군,2015,214,14
강원,영월군,2016,405,26
강원,영월군,2017,407,25
강원,영월군,2018,388,23
강원,영월군,2019,470,34
강원,영월군,2020,347,23
강원,영월군,2021,600,40
강원,영월군,2022,272,17
강원,영월군,2023,237,14
강원,영월군,2024,251,15
강원,원주시,2015,10459,770
강원,원주시,2016,12826,935
강원,원주시,2017,14600,1119
강원,원주시,2018,11987,876
강원,원주시,2019,13276,998
강원,원주시,2020,16685,1262
강원,원주시,2021,16177,1179
강원,원주시,2022,9334,721
강원,원주시,2023,10205,798
강원,원주시,2024,10827,823
강원,인제군,2015,113,7
강원,인제군,2016,103,7
강원,인제군,2017,114,7
강원,인제군,2018,364,25
강원,인제군,2019,221,16
강원,인제군,2020,299,22
강원,인제군,2021,290,14
강원,인제군,2022,168,10
강원,인제군,2023,112,6
강원,인제군,2024,115,8
강원,정선군,2015,343,19
강원,정선군,2016,306,17
강원,정선군,2017,351,20
강원,정선군,2018,379,21
강원,정선군,2019,403,21
강원,정선군,2020,283,15
강원,정선군,2021,526,29
강원,정선군,2022,287,15
강원,정선군,2023,431,24
강원,정선군,2024,408,23
강원,철원군,2015,147,9
강원,철원군,2016,309,22
강원,철원군,2017,137,9
강원,철원군,2018,135,9
강원,철원군,2019,118,8
강원,철원군,2020,152,10
강원,철원군,2021,230,16
강원,철원군,2022,450,35
강원,철원군,2023,238,21
강원,철원군,2024,211,15
강원,춘천시,2015,6910,524
강원,춘천시,2016,13661,1110
강원,춘천시,2017,8399,641
강원,춘천시,2018,8130,636
강원,춘천시,2019,10077,804
강원,춘천시,2020,10239,808
강원,춘천시,2021,8270,639
강원,춘천시,2022,4109,299
강원,춘천시,2023,6570,504
강원,춘천시,2024,5462,420
강원,태백시,2015,743,42
강원,태백시,2016,592,36
강원,태백시,2017,551,33
강원,태백시,2018,755,45
강원,태백시,2019,754,48
강원,태백시,2020,669,38
강원,태백시,2021,655,35
강원,태백시,2022,582,31
강원,태백시,2023,628,34
강원,태백시,2024,564,31
강원,평창군,2015,564,29
강원,평창군,2016,781,46
강원,평창군,2017,549,28
강원,평창군,2018,1202,78
강원,평창군,2019,597,35
강원,평창군,2020,767,42
강원,평창군,2021,846,52
강원,평창군,2022,865,54
강원,평창군,2023,535,29
강원,평창군,2024,782,37
강원,홍천군,2015,538,32
강원,홍천군,2016,1188,77
강원,홍천군,2017,503,30
강원,홍천군,2018,406,24
강원,홍천군,2019,481,29
강원,홍천군,2020,499,30
강원,홍천군,2021,1332,98
강원,홍천군,2022,706,48
강원,홍천군,2023,540,46
강원,홍천군,2024,818,59
강원,화천군,2015,88,5
강원,화천군,2016,56,4
강원,화천군,2017,228,13
강원,화천군,2018,40,2
강원,화천군,2019,37,2
강원,화천군,2020,41,3
강원,화천군,2021,53,3
강원,화천군,2022,32,2
강원,화천군,2023,44,0
강원,화천군,2024,32,1
강원,횡성군,2015,230,15
강원,횡성군,2016,239,15
강원,횡성군,2017,306,20
강원,횡성군,2018,918,63
강원,횡성군,2019,437,31
강원,횡성군,2020,432,30
강원,횡성군,2021,566,38
강원,횡성군,2022,347,22
강원,횡성군,2023,297,21
강원,횡성군,2024,343,23
경기,가평군,2015,529,42
경기,가평군,2016,343,27
경기,가평군,2017,358,28
경기,가평군,2018,586,43
경기,가평군,2019,347,26
경기,가평군,2020,686,52
경기,가평군,2021,2234,171
경기,가평군,2022,583,46
경기,가평군,2023,518,38
경기,가평군,2024,514,42
경기,고양시,2015,53850,4368
경기,고양시,2016,53542,4304
경기,고양시,2017,55914,4399
경기,고양시,2018,51662,4030
경기,고양시,2019,46638,3779
경기,고양시,2020,65360,5260
경기,고양시,2021,35922,2608
경기,고양시,2022,17124,1224
경기,고양시,2023,21776,1654
경기,고양시,2024,31936,2492
경기,과천시,2015,1033,73
경기,과천시,2016,1107,79
경기,과천시,2017,964,68
경기,과천시,2018,4966,369
경기,과천시,2019,5110,396
경기,과천시,2020,4137,299
경기,과천시,2021,2794,209
경기,과천시,2022,1036,53
경기,과천시,2023,774,56
경기,과천시,2024,3553,244
경기,광명시,2015,6516,457
경기,광명시,2016,6445,460
경기,광명시,2017,8037,586
경기,광명시,2018,10140,687
경기,광명시,2019,6620,436
경기,광명시,2020,10638,727
경기,광명시,2021,6006,379
경기,광명시,2022,7074,507
경기,광명시,2023,10842,684
경기,광명시,2024,8771,562
경기,광주시,2015,4028,351
경기,광주시,2016,6220,495
경기,광주시,2017,9641,741
경기,광주시,2018,10386,807
경기,광주시,2019,8402,650
경기,광주시,2020,9419,760
경기,광주시,2021,7757,603
경기,광주시,2022,6410,502
경기,광주시,2023,4144,314
경기,광주시,2024,3941,310
경기,구리시,2015,4503,333
경기,구리시,2016,5727,438
경기,구리시,2017,6095,467
경기,구리시,2018,6429,488
경기,구리시,2019,3050,213
경기,구리시,2020,4240,302
경기,구리시,2021,2471,169
경기,구리시,2022,896,56
경기,구리시,2023,1827,122
경기,구리시,2024,3121,208
경기,군포시,2015,6761,470
경기,군포시,2016,5684,405
경기,군포시,2017,6199,445
경기,군포시,2018,7164,520
경기,군포시,2019,4219,301
경기,군포시,2020,8141,571
경기,군포시,2021,5181,332
경기,군포시,2022,1306,79
경기,군포시,2023,2160,155
경기,군포시,2024,4141,303
경기,김포시,2015,11483,988
경기,김포시,2016,13323,1081
경기,김포시,2017,24261,1969
경기,김포시,2018,27556,2275
경기,김포시,2019,22536,1775
경기,김포시,2020,23291,1893
경기,김포시,2021,8485,689
경기,김포시,2022,2419,189
경기,김포시,2023,5410,442
경기,김포시,2024,11057,843
경기,남양주시,2015,17428,1428
경기,남양주시,2016,13606,1114
경기,남양주시,2017,19578,1571
경기,남양주시,2018,26817,2115
경기,남양주시,2019,25441,1960
경기,남양주시,2020,22550,1787
경기,남양주시,2021,12140,934
경기,남양주시,2022,3501,259
경기,남양주시,2023,6694,518
경기,남양주시,2024,7632,603
경기,동두천시,2015,2462,171
경기,동두천시,2016,3357,223
경기,동두천시,2017,1759,124
경기,동두천시,2018,1960,146
경기,동두천시,2019,1400,101
경기,동두천시,2020,2530,175
경기,동두천시,2021,3205,220
경기,동두천시,2022,1038,68
경기,동두천시,2023,896,61
경기,동두천시,2024,1044,69
경기,부천시,2015,29996,2136
경기,부천시,2016,20873,1502
경기,부천시,2017,15199,1088
경기,부천시,2018,17189,1284
경기,부천시,2019,16471,1167
경기,부천시,2020,17181,1216
경기,부천시,2021,10733,693
경기,부천시,2022,6002,377
경기,부천시,2023,6678,448
경기,부천시,2024,22324,1512
경기,성남시,2015,30582,2506
경기,성남시,2016,43048,3722
경기,성남시,2017,47562,3975
경기,성남시,2018,26892,2166
경기,성남시,2019,47560,3592
경기,성남시,2020,38472,2905
경기,성남시,2021,26392,1924
경기,성남시,2022,6592,476
경기,성남시,2023,16294,1140
경기,성남시,2024,30804,2216
경기,수원시,2015,56332,4291
경기,수원시,2016,51236,3891
경기,수원시,2017,61814,4750
경기,수원시,2018,64114,5004
경기,수원시,2019,61026,4668
경기,수원시,2020,103806,7554
경기,수원시,2021,60488,4252
경기,수원시,2022,17466,1302
경기,수원시,2023,27768,2028
경기,수원시,2024,34776,2613
경기,시흥시,2015,11650,797
경기,시흥시,2016,15818,1100
경기,시흥시,2017,17701,1316
경기,시흥시,2018,24409,1881
경기,시흥시,2019,20765,1583
경기,시흥시,2020,31623,2284
경기,시흥시,2021,11053,686
경기,시흥시,2022,6974,471
경기,시흥시,2023,11214,809
경기,시흥시,2024,7309,497
경기,안산시,2015,19216,1328
경기,안산시,2016,16986,1233
경기,안산시,2017,35384,2612
경기,안산시,2018,21650,1601
경기,안산시,2019,23982,1697
경기,안산시,2020,44118,3134
경기,안산시,2021,20472,1373
경기,안산시,2022,4602,312
경기,안산시,2023,8996,632
경기,안산시,2024,12884,892
경기,안성시,2015,3538,227
경기,안성시,2016,5245,332
경기,안성시,2017,3843,251
경기,안성시,2018,6887,487
경기,안성시,2019,3686,245
경기,안성시,2020,6671,452
경기,안성시,2021,9731,652
경기,안성시,2022,6259,444
경기,안성시,2023,4776,330
경기,안성시,2024,5519,395
경기,안양시,2015,26226,1856
경기,안양시,2016,27128,2002
경기,안양시,2017,25686,1874
경기,안양시,2018,36474,2516
경기,안양시,2019,31882,2203
경기,안양시,2020,32224,2186
경기,안양시,2021,30634,2116
경기,안양시,2022,18264,1173
경기,안양시,2023,13312,864
경기,안양시,2024,20692,1448
경기,양주시,2015,4854,363
경기,양주시,2016,4626,343
경기,양주시,2017,7549,538
경기,양주시,2018,9257,723
경기,양주시,2019,5722,446
경기,양주시,2020,20658,1628
경기,양주시,2021,11577,875
경기,양주시,2022,6197,450
경기,양주시,2023,6018,450
경기,양주시,2024,6877,474
경기,양평군,2015,606,53
경기,양평군,2016,1075,81
경기,양평군,2017,1354,99
경기,양평군,2018,721,60
경기,양평군,2019,964,75
경기,양평군,2020,1971,155
경기,양평군,2021,6009,461
경기,양평군,2022,724,57
경기,양평군,2023,1546,118
경기,양평군,2024,1043,78
경기,여주시,2015,1653,112
경기,여주시,2016,1377,86
경기,여주시,2017,916,63
경기,여주시,2018,1055,77
경기,여주시,2019,1708,130
경기,여주시,2020,3864,296
경기,여주시,2021,3072,215
경기,여주시,2022,1185,78
경기,여주시,2023,1212,83
경기,여주시,2024,2262,166
경기,연천군,2015,203,13
경기,연천군,2016,204,14
경기,연천군,2017,225,15
경기,연천군,2018,407,31
경기,연천군,2019,202,14
경기,연천군,2020,247,17
경기,연천군,2021,908,67
경기,연천군,2022,782,62
경기,연천군,2023,366,27
경기,연천군,2024,380,28
경기,오산시,2015,4734,353
경기,오산시,2016,3965,297
경기,오산시,2017,8273,615
경기,오산시,2018,6530,496
경기,오산시,2019,7878,581
경기,오산시,2020,8908,658
경기,오산시,2021,12309,876
경기,오산시,2022,4669,347
경기,오산시,2023,4539,319
경기,오산시,2024,10987,827
경기,용인시,2015,51626,4836
경기,용인시,2016,45058,3986
경기,용인시,2017,63216,5224
경기,용인시,2018,106724,9034
경기,용인시,2019,65884,5374
경기,용인시,2020,67940,6015
경기,용인시,2021,49576,3971
경기,용인시,2022,21858,1776
경기,용인시,2023,26762,2218
경기,용인시,2024,39296,3194
경기,의왕시,2015,3169,240
경기,의왕시,2016,2739,214
경기,의왕시,2017,6010,491
경기,의왕시,2018,6087,457
경기,의왕시,2019,7635,609
경기,의왕시,2020,5451,420
경기,의왕시,2021,3534,234
경기,의왕시,2022,848,58
경기,의왕시,2023,6003,411
경기,의왕시,2024,3400,241
경기,의정부시,2015,10557,751
경기,의정부시,2016,9784,685
경기,의정부시,2017,19177,1316
경기,의정부시,2018,12455,845
경기,의정부시,2019,15351,1041
경기,의정부시,2020,16435,1121
경기,의정부시,2021,12411,838
경기,의정부시,2022,6117,403
경기,의정부시,2023,4611,311
경기,의정부시,2024,9223,667
경기,이천시,2015,3699,271
경기,이천시,2016,3865,280
경기,이천시,2017,4574,344
경기,이천시,2018,3912,292
경기,이천시,2019,3991,311
경기,이천시,2020,3599,267
경기,이천시,2021,6519,467
경기,이천시,2022,6197,459
경기,이천시,2023,3900,303
경기,이천시,2024,5352,406
경기,파주시,2015,10750,916
경기,파주시,2016,8294,665
경기,파주시,2017,8817,692
경기,파주시,2018,18161,1396
경기,파주시,2019,9202,694
경기,파주시,2020,20591,1667
경기,파주시,2021,16147,1257
경기,파주시,2022,13577,1002
경기,파주시,2023,9372,729
경기,파주시,2024,10679,820
경기,평택시,2015,11936,838
경기,평택시,2016,15683,1155
경기,평택시,2017,19535,1470
경기,평택시,2018,23991,1820
경기,평택시,2019,24648,1857
경기,평택시,2020,28252,2145
경기,평택시,2021,22482,1563
경기,평택시,2022,16241,1164
경기,평택시,2023,20140,1490
경기,평택시,2024,20252,1624
경기,포천시,2015,1200,84
경기,포천시,2016,1138,77
경기,포천시,2017,1872,128
경기,포천시,2018,1485,106
경기,포천시,2019,940,67
경기,포천시,2020,1805,126
경기,포천시,2021,4171,307
경기,포천시,2022,1047,66
경기,포천시,2023,1115,76
경기,포천시,2024,1005,70
경기,하남시,2015,9927,798
경기,하남시,2016,18164,1501
경기,하남시,2017,10186,837
경기,하남시,2018,14236,1099
경기,하남시,2019,12658,1002
경기,하남시,2020,9712,722
경기,하남시,2021,6706,441
경기,하남시,2022,2274,173
경기,하남시,2023,2890,223
경기,하남시,2024,4299,331
경기,화성시,2015,33748,2792
경기,화성시,2016,27527,2170
경기,화성시,2017,36493,2828
경기,화성시,2018,50722,3953
경기,화성시,2019,44214,3501
경기,화성시,2020,37359,2925
경기,화성시,2021,28615,2106
경기,화성시,2022,12072,906
경기,화성시,2023,19823,1587
경기,화성시,2024,17638,1378
경남,거제시,2015,8996,650
경남,거제시,2016,5785,435
경남,거제시,2017,6129,458
경남,거제시,2018,7445,547
경남,거제시,2019,3464,257
경남,거제시,2020,6891,522
경남,거제시,2021,12596,948
경남,거제시,2022,3710,276
경남,거제시,2023,2566,190
경남,거제시,2024,3262,244
경남,거창군,2015,571,42
경남,거창군,2016,1549,118
경남,거창군,2017,741,53
경남,거창군,2018,1008,74
경남,거창군,2019,561,41
경남,거창군,2020,565,43
경남,거창군,2021,1367,110
경남,거창군,2022,1455,125
경남,거창군,2023,522,44
경남,거창군,2024,648,49
경남,고성군,2015,350,24
경남,고성군,2016,700,51
경남,고성군,2017,349,26
경남,고성군,2018,232,16
경남,고성군,2019,195,14
경남,고성군,2020,283,20
경남,고성군,2021,320,23
경남,고성군,2022,338,26
경남,고성군,2023,284,20
경남,고성군,2024,370,29
경남,김해시,2015,14642,1101
경남,김해시,2016,12782,950
경남,김해시,2017,13493,1010
경남,김해시,2018,10588,777
경남,김해시,2019,20706,1601
경남,김해시,2020,20729,1581
경남,김해시,2021,18904,1436
경남,김해시,2022,9965,755
경남,김해시,2023,10715,844
경남,김해시,2024,9350,714
경남,남해군,2015,122,9
경남,남해군,2016,83,6
경남,남해군,2017,217,15
경남,남해군,2018,102,7
경남,남해군,2019,149,11
경남,남해군,2020,163,12
경남,남해군,2021,150,11
경남,남해군,2022,134,10
경남,남해군,2023,64,2
경남,남해군,2024,60,5
경남,밀양시,2015,1427,105
경남,밀양시,2016,1607,121
경남,밀양시,2017,2678,209
경남,밀양시,2018,1683,127
경남,밀양시,2019,1330,103
경남,밀양시,2020,1694,129
경남,밀양시,2021,1997,153
경남,밀양시,2022,1478,110
경남,밀양시,2023,996,73
경남,밀양시,2024,1164,88
경남,사천시,2015,2238,168
경남,사천시,2016,1978,138
경남,사천시,2017,5596,402
경남,사천시,2018,2294,168
경남,사천시,2019,1409,103
경남,사천시,2020,1895,136
경남,사천시,2021,2527,187
경남,사천시,2022,3794,288
경남,사천시,2023,1876,140
경남,사천시,2024,2438,186
경남,산청군,2015,381,28
경남,산청군,2016,143,10
경남,산청군,2017,98,7
경남,산청군,2018,100,7
경남,산청군,2019,93,6
경남,산청군,2020,239,16
경남,산청군,2021,136,9
경남,산청군,2022,81,5
경남,산청군,2023,154,7
경남,산청군,2024,132,8
경남,양산시,2015,15938,1160
경남,양산시,2016,22837,1681
경남,양산시,2017,25944,1930
경남,양산시,2018,10895,792
경남,양산시,2019,10917,805
경남,양산시,2020,17606,1299
경남,양산시,2021,16935,1221
경남,양산시,2022,8369,588
경남,양산시,2023,5565,398
경남,양산시,2024,5753,413
경남,의령군,2015,42,3
경남,의령군,2016,38,3
경남,의령군,2017,53,4
경남,의령군,2018,193,16
경남,의령군,2019,168,14
경남,의령군,2020,94,8
경남,의령군,2021,78,6
경남,의령군,2022,96,7
경남,의령군,2023,39,2
경남,의령군,2024,60,3
경남,진주시,2015,10376,791
경남,진주시,2016,9482,725
경남,진주시,2017,10230,807
경남,진주시,2018,8792,721
경남,진주시,2019,10609,865
경남,진주시,2020,8828,710
경남,진주시,2021,10102,797
경남,진주시,2022,4813,356
경남,진주시,2023,4465,350
경남,진주시,2024,7058,573
경남,창녕군,2015,735,45
경남,창녕군,2016,937,70
경남,창녕군,2017,998,63
경남,창녕군,2018,407,30
경남,창녕군,2019,531,36
경남,창녕군,2020,422,30
경남,창녕군,2021,474,34
경남,창녕군,2022,351,25
경남,창녕군,2023,307,22
경남,창녕군,2024,287,19
경남,창원시,2015,63834,4902
경남,창원시,2016,34146,2544
경남,창원시,2017,46854,3562
경남,창원시,2018,30234,2242
경남,창원시,2019,39946,2475
경남,창원시,2020,65732,4738
경남,창원시,2021,52520,3950
경남,창원시,2022,35780,2619
경남,창원시,2023,34134,2539
경남,창원시,2024,31018,2313
경남,통영시,2015,3703,280
경남,통영시,2016,2709,198
경남,통영시,2017,2155,159
경남,통영시,2018,3260,242
경남,통영시,2019,1749,129
경남,통영시,2020,1947,146
경남,통영시,2021,2142,160
경남,통영시,2022,2030,152
경남,통영시,2023,1293,94
경남,통영시,2024,1264,93
경남,하동군,2015,117,8
경남,하동군,2016,138,9
경남,하동군,2017,148,11
경남,하동군,2018,144,10
경남,하동군,2019,115,8
경남,하동군,2020,156,11
경남,하동군,2021,149,10
경남,하동군,2022,150,10
경남,하동군,2023,104,6
경남,하동군,2024,111,8
경남,함안군,2015,1306,91
경남,함안군,2016,651,46
경남,함안군,2017,1102,76
경남,함안군,2018,513,36
경남,함안군,2019,413,31
경남,함안군,2020,698,50
경남,함안군,2021,648,46
경남,함안군,2022,564,40
경남,함안군,2023,517,37
경남,함안군,2024,493,34
경남,함양군,2015,154,12
경남,함양군,2016,277,22
경남,함양군,2017,237,18
경남,함양군,2018,101,8
경남,함양군,2019,450,35
경남,함양군,2020,158,12
경남,함양군,2021,171,13
경남,함양군,2022,121,9
경남,함양군,2023,237,18
경남,함양군,2024,190,16
경남,합천군,2015,148,10
경남,합천군,2016,83,6
경남,합천군,2017,118,9
경남,합천군,2018,101,7
경남,합천군,2019,120,9
경남,합천군,2020,117,8
경남,합천군,2021,116,8
경남,합천군,2022,94,7
경남,합천군,2023,75,3
경남,합천군,2024,66,4
경북,(구)군위군,2015,3,0
경북,(구)군위군,2016,38,3
경북,(구)군위군,2017,33,2
경북,(구)군위군,2018,58,5
경북,(구)군위군,2019,33,3
경북,(구)군위군,2020,40,3
경북,(구)군위군,2021,19,1
경북,(구)군위군,2022,13,1
경북,(구)군위군,2023,7,0
경북,경산시,2015,11471,871
경북,경산시,2016,8401,620
경북,경산시,2017,7941,587
경북,경산시,2018,8678,662
경북,경산시,2019,7304,556
경북,경산시,2020,9936,747
경북,경산시,2021,10417,814
경북,경산시,2022,3469,242
경북,경산시,2023,3527,254
경북,경산시,2024,3712,257
경북,경주시,2015,6403,476
경북,경주시,2016,3790,286
경북,경주시,2017,4489,322
